cap_number,po_initials,po_race,po_sex,allegations_investigated,investigative_findings,disciplinary_findings
13-0350,JH,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
13-0351,UNK,UNK,UNK,Civil Rights Complaint,Other than Sustained Finding,Not Applicable
13-0352,GA,Latino,Female,Lack of Service,Other than Sustained Finding,Not Applicable
13-0353,RM,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0353,MB,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0354,JF,White,Male,Harassment,Other than Sustained Finding,Not Applicable
13-0355,RD,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0355,RD,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0356,CC,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0357,MD,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
13-0358,JB,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0358,DJ,White,Female,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0359,FK,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
13-0360,AN,Black,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0360,DN,Asian,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0361,JS,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0361,JR,White,Female,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0362,RD,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0362,RD,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0363,MD,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0363,MD,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0363,RC,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0363,RC,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0363,IL,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0363,IL,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0364,RH,Asian,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
13-0365,WJ,Black,Male,Harassment,Sustained Finding,Guilty Finding
13-0366,SM,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0367,BE,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0367,PD,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0368,UNK,UNK,UNK,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0368,UNK,UNK,UNK,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0369,MD,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
13-0370,KA,Black,Male,Harassment,Other than Sustained Finding,Not Applicable
13-0371,BG,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
13-0372,RA,Black,Male,Departmental Violation,Sustained Finding,Training/Counseling
13-0372,RA,Black,Male,Sexual Crime/Misconduct,Other than Sustained Finding,Not Applicable
13-0373,CM,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0373,TF,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0374,S,Black,Female,Departmental Violation,Sustained Finding,Training/Counseling
13-0374,S,Black,Female,Harassment,Other than Sustained Finding,Not Applicable
13-0375,KD,Black,Male,Lack of Service,Sustained Finding,Training/Counseling
13-0375, B,White,Male,Lack of Service,Sustained Finding,Training/Counseling
13-0376,SB,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
13-0377,TS,Black,Female,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0377,TS,White,Male,Harassment,Other than Sustained Finding,Not Applicable
13-0377,JA,White,Male,Harassment,Other than Sustained Finding,Not Applicable
13-0377,LC,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
13-0378,SH,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
13-0379,FD,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0379,TL,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0379,CK,White,Male,Departmental Violation,Sustained Finding,Guilty Finding
13-0379,TM,Black,Male,Departmental Violation,Sustained Finding,Training/Counseling
13-0379,CK,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0380,CJ,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0381,AO,Black,Female,Investigation OnGoing,Pending,Pending
13-0381,TB,Black,Male,Investigation OnGoing,Pending,Pending
13-0382,AP,Black,Male,Departmental Violation,Sustained Finding,Training/Counseling
13-0382,AP,Black,Male,Lack of Service,Sustained Finding,Training/Counseling
13-0382,AP,Black,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
13-0383,JV,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0383,JV,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0384,ML,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0384,ER,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0384,ER,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0384,ML,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0384,ER,Black,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0384,ML,Black,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0385,VP,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0385,IN,Black,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0385,DL,Black,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0385,CM,White,Female,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0386,MM,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0386,MM,White,Male,Harassment,Other than Sustained Finding,Not Applicable
13-0386,NL,Asian,Male,Harassment,Other than Sustained Finding,Not Applicable
13-0386,NL,Asian,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0386,CH,Black,Male,Harassment,Other than Sustained Finding,Not Applicable
13-0386,CH,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0387,MT,Latino,Female,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0387,MT,Latino,Female,Lack of Service,Other than Sustained Finding,Not Applicable
13-0388,DS,White,Male,Criminal Allegation,Other than Sustained Finding,Not Applicable
13-0388,OT,Latino,Male,Criminal Allegation,Other than Sustained Finding,Not Applicable
13-0388,KR,White,Female,Criminal Allegation,Other than Sustained Finding,Not Applicable
13-0388,FP,Latino,Male,Criminal Allegation,Other than Sustained Finding,Not Applicable
13-0389,RJ,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0389,AM,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0390,UNK,UNK,UNK,Lack of Service,Other than Sustained Finding,Not Applicable
13-0391,TH,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0391,TH,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0392,UNK,UNK,UNK,Lack of Service,Other than Sustained Finding,Not Applicable
13-0393,TL,White,Male,Harassment,Other than Sustained Finding,Not Applicable
13-0393,JC,Latino,Male,Harassment,Other than Sustained Finding,Not Applicable
13-0393,FK,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0393,FK,White,Male,Harassment,Other than Sustained Finding,Not Applicable
13-0393,DV,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0394,TS,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0394,TS,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0394,TS,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0394,WS,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0394,WS,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0394,WS,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0395,UNK,UNK,UNK,Lack of Service,Other than Sustained Finding,Not Applicable
13-0395,RF,Black,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0396,GF,White,Female,Lack of Service,Other than Sustained Finding,Not Applicable
13-0397,JD,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
13-0397,RB,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
13-0398,KA,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
13-0398,JW,Latino,Male,Departmental Violation,Sustained Finding,Training/Counseling
13-0398,KA,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0398,JW,Latino,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0398,JW,Latino,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0398,KA,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0399,WH,Latino,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0400,JK,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
13-0400,JK,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0401,MB,Black,Female,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0402,CL,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0402,AJ,Black,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0403,MY,White,Female,Lack of Service,Other than Sustained Finding,Not Applicable
13-0404,AV,Latino,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0404,EB,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0405,UNK,UNK,UNK,Harassment,Other than Sustained Finding,Not Applicable
13-0406,AM,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0406,RW,Black,Male,Verbal Abuse,Sustained Finding,Training/Counseling
13-0407,MA,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
13-0408,TH,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
13-0408,TH,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0408,TH,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0454,CK,White,Male,Investigation OnGoing,Pending,Pending
13-0409,TC,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0409,UNK,UNK,UNK,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0409,TC,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0409,JM,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0409,JM,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0410,JD,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0410,ER,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0410,ER,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
13-0410,BC,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
13-0410,BC,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0411,EM,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0411,EM,Black,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
13-0412,IG,Black,Male,Sexual Crime/Misconduct,Other than Sustained Finding,Not Applicable
13-0412,IG,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0412,KB,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0412,KB,Black,Male,Sexual Crime/Misconduct,Other than Sustained Finding,Not Applicable
13-0413,SS,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
13-0413,EP,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0413,EP,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
13-0414,JL,Latino,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0414,JL,Latino,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0414,JL,Latino,Male,Departmental Violation,Sustained Finding,Training/Counseling
13-0414,LM,Black,Female,Departmental Violation,Sustained Finding,Training/Counseling
13-0414,LM,Black,Female,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0414,DW,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0415,DC,Black,Female,Sexual Crime/Misconduct,Other than Sustained Finding,Not Applicable
13-0415,W,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0416,LJ,Black,Male,Departmental Violation,Sustained Finding,Guilty Finding
13-0417,DV,White,Female,Harassment,Other than Sustained Finding,Not Applicable
13-0417,DV,White,Female,Departmental Violation,Sustained Finding,Pending
13-0417,NV,Latino,Male,Harassment,Sustained Finding,No Guilty Findings
13-0418,RP,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0418,RP,Black,Male,Departmental Violation,Sustained Finding,Training/Counseling
13-0418,RP,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
13-0419,ML,White,Male,Harassment,Other than Sustained Finding,Not Applicable
13-0420,ML,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0421,UNK,UNK,UNK,Investigation OnGoing,Pending,Pending
13-0421,DB,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
13-0422,JT,White,Male,Sexual Crime/Misconduct,Other than Sustained Finding,Not Applicable
13-0422,JT,White,Male,Departmental Violation,Sustained Finding,Pending
13-0422,JT,White,Male,Domestic,Other than Sustained Finding,Not Applicable
13-0422,JT,White,Male,Domestic,Sustained Finding,Pending
13-0423,JB,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
13-0423,DV,Black,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
13-0423,JB,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0423,DV,Black,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
13-0424,RB,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
13-0424,RB,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
13-0425,HL,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
13-0425,HL,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
13-0426,UNK,UNK,UNK,Departmental Violation,Other than Sustained Finding,Not Applicable
