complaint_id,officer_initials,po_race,po_sex,allegations_investigated,investigative_findings,disciplinary_findings,po_assigned_unit,po_district_number,officer_id,officer_complaint_id,discipline_id
15-0183,CC,black,male,Departmental Violation,Sustained Finding,Training/Counseling,6003 HOMICIDE UNIT,,35823938,15-0183-35823938,15-0183-35823938-Departmental Violation
15-0183,CC,,,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0183-,15-0183--Departmental Violation
15-0183,CC,latino,male,Departmental Violation,Sustained Finding,Training/Counseling,1500 15TH DISTRICT,15,70470182,15-0183-70470182,15-0183-70470182-Departmental Violation
15-0183,CC,black,male,Departmental Violation,Sustained Finding,Training/Counseling,6003 HOMICIDE UNIT,,33721429,15-0183-33721429,15-0183-33721429-Departmental Violation
15-0183,CC,latino,male,Departmental Violation,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,70470182,15-0183-70470182,15-0183-70470182-Departmental Violation
15-0183,CC,latino,male,Departmental Violation,Sustained Finding,Training/Counseling,1500 15TH DISTRICT,15,94992868,15-0183-94992868,15-0183-94992868-Departmental Violation
15-0183,CC,latino,male,Departmental Violation,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,94992868,15-0183-94992868,15-0183-94992868-Departmental Violation
15-0183,CC,black,male,Departmental Violation,No Sustained Findings,Not Applicable,6003 HOMICIDE UNIT,,72917901,15-0183-72917901,15-0183-72917901-Departmental Violation
15-0183,CC,white,male,Departmental Violation,Sustained Finding,Training/Counseling,6003 HOMICIDE UNIT,,47477342,15-0183-47477342,15-0183-47477342-Departmental Violation
15-0183,CC,white,male,Departmental Violation,Sustained Finding,Training/Counseling,6003 HOMICIDE UNIT,,94487153,15-0183-94487153,15-0183-94487153-Departmental Violation
15-0183,CC,white,male,Departmental Violation,No Sustained Findings,Not Applicable,6003 HOMICIDE UNIT,,91391069,15-0183-91391069,15-0183-91391069-Departmental Violation
15-0183,CC,black,male,Departmental Violation,Sustained Finding,Training/Counseling,6003 HOMICIDE UNIT,,12900621,15-0183-12900621,15-0183-12900621-Departmental Violation
15-0184,EB,white,male,Lack of Service,No Sustained Findings,Not Applicable,0600 06TH DISTRICT,6,16883165,15-0184-16883165,15-0184-16883165-Lack of Service
15-0185,PM,black,female,Lack of Service,No Sustained Findings,Not Applicable,4922 RADIO ROOM,,80059015,15-0185-80059015,15-0185-80059015-Lack of Service
15-0185,PM,black,female,Lack of Service,No Sustained Findings,Not Applicable,4922 RADIO ROOM,,69095346,15-0185-69095346,15-0185-69095346-Lack of Service
15-0186,,,,Criminal Allegation,No Sustained Findings,Not Applicable,,,,15-0186-,15-0186--Criminal Allegation
15-0186,,,,Criminal Allegation,No Sustained Findings,Not Applicable,,,,15-0186-,15-0186--Criminal Allegation
15-0187,SK,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,1800 18TH DISTRICT,18,84269868,15-0187-84269868,15-0187-84269868-Verbal Abuse
15-0188,MB,white,male,Lack of Service,No Sustained Findings,Not Applicable,1700 17TH DISTRICT,17,49272748,15-0188-49272748,15-0188-49272748-Lack of Service
15-0188,MB,white,male,Lack of Service,No Sustained Findings,Not Applicable,1700 17TH DISTRICT,17,83482286,15-0188-83482286,15-0188-83482286-Lack of Service
15-0189,,,,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0189-,15-0189--Departmental Violation
15-0189,,,,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0189-,15-0189--Departmental Violation
15-0189,,,,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0189-,15-0189--Departmental Violation
15-0189,,,,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0189-,15-0189--Departmental Violation
15-0190,GB,white,male,Departmental Violation,No Sustained Findings,Not Applicable,2200 22ND DISTRICT,22,41097719,15-0190-41097719,15-0190-41097719-Departmental Violation
15-0190,GB,white,male,Departmental Violation,No Sustained Findings,Not Applicable,2200 22ND DISTRICT,22,16920415,15-0190-16920415,15-0190-16920415-Departmental Violation
15-0190,GB,white,male,Departmental Violation,No Sustained Findings,Not Applicable,2200 22ND DISTRICT,22,41097719,15-0190-41097719,15-0190-41097719-Departmental Violation
15-0191,DL,white,male,Physical Abuse,No Sustained Findings,Not Applicable,2200 22ND DISTRICT,22,62901975,15-0191-62901975,15-0191-62901975-Physical Abuse
15-0192,RH,black,male,Verbal Abuse,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,10558816,15-0192-10558816,15-0192-10558816-Verbal Abuse
15-0192,RH,black,male,Departmental Violation,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,10558816,15-0192-10558816,15-0192-10558816-Departmental Violation
15-0192,RH,black,male,Departmental Violation,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,55446550,15-0192-55446550,15-0192-55446550-Departmental Violation
15-0193,MW,black,male,Lack of Service,No Sustained Findings,Not Applicable,6702 SPECIAL VICTIMS UNI,,16933977,15-0193-16933977,15-0193-16933977-Lack of Service
15-0194,JB,white,female,Lack of Service,No Sustained Findings,Not Applicable,6500 SOUTHWEST DET,,84782106,15-0194-84782106,15-0194-84782106-Lack of Service
15-0195,SO,white,male,Departmental Violation,No Sustained Findings,Not Applicable,7403 NARC FIELD UNIT NOR,,33788377,15-0195-33788377,15-0195-33788377-Departmental Violation
15-0196,KH,black,female,Lack of Service,No Sustained Findings,Not Applicable,0500 05TH DISTRICT,5,78259317,15-0196-78259317,15-0196-78259317-Lack of Service
15-0197,FS,black,female,Harassment,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,50496522,15-0197-50496522,15-0197-50496522-Harassment
15-0197,FS,white,female,Departmental Violation,Sustained Finding,Training/Counseling,1400 14TH DISTRICT,14,32724420,15-0197-32724420,15-0197-32724420-Departmental Violation
15-0197,FS,black,female,Verbal Abuse,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,50496522,15-0197-50496522,15-0197-50496522-Verbal Abuse
15-0198,DR,white,male,Lack of Service,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,86603776,15-0198-86603776,15-0198-86603776-Lack of Service
15-0198,DR,white,male,Lack of Service,No Sustained Findings,Not Applicable,1500 15TH DISTRICT,15,88498918,15-0198-88498918,15-0198-88498918-Lack of Service
15-0199,SP,white,male,Physical Abuse,No Sustained Findings,Not Applicable,0200 02ND DISTRICT,2,29340631,15-0199-29340631,15-0199-29340631-Physical Abuse
15-0200,JT,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,0600 06TH DISTRICT,6,28624460,15-0200-28624460,15-0200-28624460-Verbal Abuse
15-0200,JT,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,0600 06TH DISTRICT,6,29643442,15-0200-29643442,15-0200-29643442-Verbal Abuse
15-0201,KD,,,Harassment,No Sustained Findings,Not Applicable,,,,15-0201-,15-0201--Harassment
15-0201,KD,white,male,Harassment,No Sustained Findings,Not Applicable,5300 HIGHWAY PATROL,,81426813,15-0201-81426813,15-0201-81426813-Harassment
15-0201,KD,white,male,Departmental Violation,No Sustained Findings,Not Applicable,5300 HIGHWAY PATROL,,81426813,15-0201-81426813,15-0201-81426813-Departmental Violation
15-0201,KD,white,male,Harassment,No Sustained Findings,Not Applicable,5300 HIGHWAY PATROL,,28491937,15-0201-28491937,15-0201-28491937-Harassment
15-0201,KD,white,male,Departmental Violation,No Sustained Findings,Not Applicable,5300 HIGHWAY PATROL,,28491937,15-0201-28491937,15-0201-28491937-Departmental Violation
15-0202,RH,black,female,Lack of Service,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,56374551,15-0202-56374551,15-0202-56374551-Lack of Service
15-0202,RH,white,male,Lack of Service,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,63235856,15-0202-63235856,15-0202-63235856-Lack of Service
15-0203,DM,white,male,Lack of Service,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,47957822,15-0203-47957822,15-0203-47957822-Lack of Service
15-0204,JW,white,male,Lack of Service,Sustained Finding,No Guilty Findings,6400 NORTHEAST DET,,59394418,15-0204-59394418,15-0204-59394418-Lack of Service
15-0205,AD,black,female,Lack of Service,Sustained Finding,Training/Counseling,1900 19TH DISTRICT,19,96914445,15-0205-96914445,15-0205-96914445-Lack of Service
15-0205,AD,black,female,Lack of Service,Sustained Finding,Training/Counseling,1900 19TH DISTRICT,19,96914445,15-0205-96914445,15-0205-96914445-Lack of Service
15-0205,AD,black,female,Verbal Abuse,No Sustained Findings,Not Applicable,1900 19TH DISTRICT,19,96914445,15-0205-96914445,15-0205-96914445-Verbal Abuse
15-0205,AD,white,male,Departmental Violation,No Sustained Findings,Not Applicable,1900 19TH DISTRICT,19,68026925,15-0205-68026925,15-0205-68026925-Departmental Violation
15-0205,AD,white,male,Departmental Violation,No Sustained Findings,Not Applicable,1900 19TH DISTRICT,19,74887029,15-0205-74887029,15-0205-74887029-Departmental Violation
15-0206,TW,black,male,Lack of Service,No Sustained Findings,Not Applicable,6400 NORTHEAST DET,,31270105,15-0206-31270105,15-0206-31270105-Lack of Service
15-0206,TW,white,male,Lack of Service,No Sustained Findings,Not Applicable,6400 NORTHEAST DET,,77670862,15-0206-77670862,15-0206-77670862-Lack of Service
15-0206,TW,white,male,Lack of Service,No Sustained Findings,Not Applicable,6400 NORTHEAST DET,,44484941,15-0206-44484941,15-0206-44484941-Lack of Service
15-0207,BA,black,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,49799920,15-0207-49799920,15-0207-49799920-Unprofessional Conduct
15-0208,MH,white,male,Lack of Service,No Sustained Findings,Not Applicable,2400 24TH DISTRICT,24,91448747,15-0208-91448747,15-0208-91448747-Lack of Service
15-0208,MH,white,male,Lack of Service,No Sustained Findings,Not Applicable,2400 24TH DISTRICT,24,71839181,15-0208-71839181,15-0208-71839181-Lack of Service
15-0208,MH,white,male,Lack of Service,No Sustained Findings,Not Applicable,2400 24TH DISTRICT,24,66934129,15-0208-66934129,15-0208-66934129-Lack of Service
15-0208,MH,black,male,Lack of Service,No Sustained Findings,Not Applicable,2400 24TH DISTRICT,24,17844812,15-0208-17844812,15-0208-17844812-Lack of Service
15-0208,MH,latino,male,Lack of Service,No Sustained Findings,Not Applicable,2400 24TH DISTRICT,24,33460161,15-0208-33460161,15-0208-33460161-Lack of Service
15-0209,TY,black,male,Departmental Violation,No Sustained Findings,Not Applicable,1800 18TH DISTRICT,18,75915109,15-0209-75915109,15-0209-75915109-Departmental Violation
15-0210,CH,black,male,Lack of Service,No Sustained Findings,Not Applicable,2200 22ND DISTRICT,22,81796571,15-0210-81796571,15-0210-81796571-Lack of Service
15-0211,,,,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable,,,,15-0211-,15-0211--Referred to Other Agency/C.A.P. Investigation
15-0212,EW,black,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,5200 TRAFFIC DISTRICT,52,21947175,15-0212-21947175,15-0212-21947175-Unprofessional Conduct
15-0213,,,,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0213-,15-0213--Departmental Violation
15-0213,,black,male,Physical Abuse,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,27660753,15-0213-27660753,15-0213-27660753-Physical Abuse
15-0214,TY,asian,female,Harassment,No Sustained Findings,Not Applicable,0800 08TH DISTRICT,8,30096971,15-0214-30096971,15-0214-30096971-Harassment
15-0215,KD,white,male,Departmental Violation,No Sustained Findings,Not Applicable,0200 02ND DISTRICT,2,55825406,15-0215-55825406,15-0215-55825406-Departmental Violation
15-0215,KD,white,male,Physical Abuse,No Sustained Findings,Not Applicable,0200 02ND DISTRICT,2,60742990,15-0215-60742990,15-0215-60742990-Physical Abuse
15-0215,KD,white,male,Departmental Violation,No Sustained Findings,Not Applicable,0200 02ND DISTRICT,2,60742990,15-0215-60742990,15-0215-60742990-Departmental Violation
15-0216,RR,black,male,Verbal Abuse,No Sustained Findings,Not Applicable,1200 12TH DISTRICT,12,24121095,15-0216-24121095,15-0216-24121095-Verbal Abuse
15-0217,JP,white,male,Physical Abuse,No Sustained Findings,Not Applicable,4500 CENTER CITY DISTRIC,,16937410,15-0217-16937410,15-0217-16937410-Physical Abuse
15-0217,JP,white,male,Physical Abuse,No Sustained Findings,Not Applicable,4500 CENTER CITY DISTRIC,,16937410,15-0217-16937410,15-0217-16937410-Physical Abuse
15-0218,SH,white,female,Departmental Violation,Sustained Finding,Training/Counseling,2400 24TH DISTRICT,24,49129754,15-0218-49129754,15-0218-49129754-Departmental Violation
15-0218,SH,white,male,Lack of Service,No Sustained Findings,Not Applicable,5300 HIGHWAY PATROL,,86852342,15-0218-86852342,15-0218-86852342-Lack of Service
15-0218,SH,white,male,Lack of Service,No Sustained Findings,Not Applicable,5300 HIGHWAY PATROL,,40613977,15-0218-40613977,15-0218-40613977-Lack of Service
15-0218,SH,,,Lack of Service,No Sustained Findings,Not Applicable,,,,15-0218-,15-0218--Lack of Service
15-0219,JD,white,male,Unprofessional Conduct,No Sustained Findings,Not Applicable,5810 ORDINANCE DISP UNIT,,76715051,15-0219-76715051,15-0219-76715051-Unprofessional Conduct
15-0220,BK,white,male,Departmental Violation,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,71848451,15-0220-71848451,15-0220-71848451-Departmental Violation
15-0220,BK,white,male,Departmental Violation,No Sustained Findings,Not Applicable,1400 14TH DISTRICT,14,84317075,15-0220-84317075,15-0220-84317075-Departmental Violation
15-0221,WM,white,male,Departmental Violation,No Sustained Findings,Not Applicable,0200 02ND DISTRICT,2,75026246,15-0221-75026246,15-0221-75026246-Departmental Violation
15-0222,MI,white,male,Departmental Violation,Sustained Finding,Training/Counseling,2500 25TH DISTRICT,25,33907167,15-0222-33907167,15-0222-33907167-Departmental Violation
15-0222,MI,white,male,Departmental Violation,Sustained Finding,Training/Counseling,2500 25TH DISTRICT,25,97718335,15-0222-97718335,15-0222-97718335-Departmental Violation
15-0222,MI,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,2500 25TH DISTRICT,25,97718335,15-0222-97718335,15-0222-97718335-Verbal Abuse
15-0223,FS,white,male,Departmental Violation,No Sustained Findings,Not Applicable,6100 SOUTH DETECTIVES,,61625673,15-0223-61625673,15-0223-61625673-Departmental Violation
15-0224,JD,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,2500 25TH DISTRICT,25,11007882,15-0224-11007882,15-0224-11007882-Verbal Abuse
15-0224,JD,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,2600 26TH DISTRICT,26,21365930,15-0224-21365930,15-0224-21365930-Verbal Abuse
15-0225,RG,white,male,Harassment,No Sustained Findings,Not Applicable,0600 06TH DISTRICT,6,73464815,15-0225-73464815,15-0225-73464815-Harassment
15-0225,RG,black,male,Harassment,No Sustained Findings,Not Applicable,0600 06TH DISTRICT,6,83925516,15-0225-83925516,15-0225-83925516-Harassment
15-0226,GF,latino,male,Verbal Abuse,No Sustained Findings,Not Applicable,2500 25TH DISTRICT,25,66806070,15-0226-66806070,15-0226-66806070-Verbal Abuse
15-0226,GF,latino,male,Domestic,No Sustained Findings,Not Applicable,2500 25TH DISTRICT,25,66806070,15-0226-66806070,15-0226-66806070-Domestic
15-0227,GR,white,female,Departmental Violation,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,32724420,15-0227-32724420,15-0227-32724420-Departmental Violation
15-0227,GR,black,male,Sexual Crime/Misconduct,No Sustained Findings,Not Applicable,3500 35TH DISTRICT,35,51385385,15-0227-51385385,15-0227-51385385-Sexual Crime/Misconduct
15-0228,,,,Physical Abuse,No Sustained Findings,Not Applicable,,,,15-0228-,15-0228--Physical Abuse
15-0228,,,,Departmental Violation,No Sustained Findings,Not Applicable,,,,15-0228-,15-0228--Departmental Violation
15-0228,,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,3900 39TH DISTRICT,39,39732152,15-0228-39732152,15-0228-39732152-Verbal Abuse
15-0229,MS,white,male,Lack of Service,Sustained Finding,Guilty Finding,4923 RADIO ROOM,,44911004,15-0229-44911004,15-0229-44911004-Lack of Service
15-0229,MS,white,male,Unprofessional Conduct,Sustained Finding,Guilty Finding,4923 RADIO ROOM,,44911004,15-0229-44911004,15-0229-44911004-Unprofessional Conduct
15-0230,JG,black,male,Criminal Allegation,No Sustained Findings,Not Applicable,7403 NARC FIELD UNIT NOR,,52291414,15-0230-52291414,15-0230-52291414-Criminal Allegation
15-0231,DS,latino,male,Departmental Violation,No Sustained Findings,Not Applicable,2500 25TH DISTRICT,25,76622182,15-0231-76622182,15-0231-76622182-Departmental Violation
15-0231,DS,latino,male,Physical Abuse,No Sustained Findings,Not Applicable,2500 25TH DISTRICT,25,76622182,15-0231-76622182,15-0231-76622182-Physical Abuse
15-0231,DS,latino,male,Verbal Abuse,No Sustained Findings,Not Applicable,2500 25TH DISTRICT,25,76622182,15-0231-76622182,15-0231-76622182-Verbal Abuse
15-0231,DS,latino,male,Departmental Violation,No Sustained Findings,Not Applicable,2500 25TH DISTRICT,25,76622182,15-0231-76622182,15-0231-76622182-Departmental Violation
15-0231,DS,latino,male,Physical Abuse,No Sustained Findings,Not Applicable,2500 25TH DISTRICT,25,76622182,15-0231-76622182,15-0231-76622182-Physical Abuse
15-0231,DS,latino,male,Departmental Violation,Sustained Finding,Guilty Finding,2500 25TH DISTRICT,25,76622182,15-0231-76622182,15-0231-76622182-Departmental Violation
15-0231,DS,white,male,Departmental Violation,No Sustained Findings,Not Applicable,2500 25TH DISTRICT,25,44679605,15-0231-44679605,15-0231-44679605-Departmental Violation
15-0231,DS,white,male,Verbal Abuse,No Sustained Findings,Not Applicable,2500 25TH DISTRICT,25,44679605,15-0231-44679605,15-0231-44679605-Verbal Abuse
15-0231,DS,white,male,Physical Abuse,No Sustained Findings,Not Applicable,2500 25TH DISTRICT,25,44679605,15-0231-44679605,15-0231-44679605-Physical Abuse
15-0231,DS,white,male,Physical Abuse,No Sustained Findings,Not Applicable,2500 25TH DISTRICT,25,44679605,15-0231-44679605,15-0231-44679605-Physical Abuse
15-0231,DS,white,male,Departmental Violation,No Sustained Findings,Not Applicable,2500 25TH DISTRICT,25,44679605,15-0231-44679605,15-0231-44679605-Departmental Violation
